title,release_year,release_month,month_name,budget_musd,revenue_musd,predicted_revenue_musd,hit_probability_pct,risk_score,is_hit,is_flop,predicted_is_hit,is_major_studio,is_indie,studio_type,primary_genre,has_franchise,has_superhero,has_imax,director_median_revenue_musd
My Best Friend's Girl,2008,9,September,20.0,36.62,25.57,8.4,35.0,0,0.0,0,0,0,Mid-size Studio,Comedy,1,0,0,26.16
Don't Say a Word,2001,9,September,50.0,100.02,44.68,55.9,20.0,1,0.0,1,1,0,Major Studio,Other,0,0,0,28.48
The Innkeepers,2011,12,December,0.75,0.08,0.32,4.5,0.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,51.75
The Sea Inside,2004,9,September,12.81,38.54,29.34,9.1,60.0,0,0.0,0,0,0,Mid-size Studio,Other,0,0,0,28.36
The Proposition,2005,10,October,2.0,5.05,4.29,3.4,25.0,0,0.0,0,0,0,Mid-size Studio,Action,0,0,0,20.14
How High,2001,12,December,12.0,31.16,38.19,14.3,15.0,0,0.0,0,1,0,Major Studio,Comedy,0,0,0,143.76
The Prince,2014,8,August,18.0,266.59,34.58,25.5,15.0,1,0.0,0,0,0,Mid-size Studio,Action,0,0,0,51.75
Major League,1989,2,February,11.0,49.8,28.53,10.2,15.0,0,0.0,0,1,0,Major Studio,Comedy,0,0,0,51.75
"Jeff, Who Lives at Home",2011,9,September,10.0,4.42,8.59,5.3,60.0,0,1.0,0,0,0,Mid-size Studio,Comedy,0,0,0,51.75
Sexy Beast,2000,9,September,5.0,,12.39,3.2,45.0,0,,0,0,0,Mid-size Studio,Other,0,0,0,5.38
Seabiscuit,2003,7,July,87.0,148.34,61.23,66.1,25.0,1,0.0,1,1,0,Major Studio,Other,0,0,0,358.12
Lions for Lambs,2007,10,October,35.0,63.22,15.69,15.7,25.0,1,0.0,0,0,0,Mid-size Studio,Action,0,0,0,80.61
Friday the 13th Part VI: Jason Lives,1986,8,August,3.0,19.47,14.78,4.3,0.0,0,0.0,0,1,0,Major Studio,Other,0,0,0,51.75
Devil's Due,2014,1,January,7.0,36.43,29.9,6.5,20.0,0,0.0,0,1,0,Major Studio,Other,0,0,0,51.75
Double Impact,1991,8,August,15.0,30.1,29.3,15.0,40.0,0,0.0,0,0,0,Mid-size Studio,Action,0,0,0,3.28
The Pledge,2001,1,January,35.0,29.4,41.92,15.7,45.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,56.26
Wild Target,2010,6,June,8.0,3.45,4.72,5.3,0.0,0,1.0,0,0,0,Mid-size Studio,Action,0,0,0,85.23
Little Women,1994,12,December,18.0,,30.28,14.6,40.0,0,,0,1,0,Major Studio,Other,0,0,0,51.75
Red Dawn,1984,8,August,4.2,38.38,31.15,6.6,0.0,0,0.0,0,0,0,Mid-size Studio,Action,0,0,0,79.11
Battle for the Planet of the Apes,1973,6,June,1.7,8.84,12.55,4.6,0.0,0,0.0,0,1,0,Major Studio,Action,0,0,0,9.7
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,1972,8,August,2.0,18.02,17.44,5.1,0.0,0,0.0,0,0,0,Mid-size Studio,Comedy,0,0,0,59.19
Barbecue,2014,4,April,6.0,14.35,14.39,4.1,0.0,0,0.0,0,0,0,Mid-size Studio,Comedy,0,0,0,51.75
Without a Paddle,2004,8,August,19.0,69.63,29.14,21.9,15.0,1,0.0,0,1,0,Major Studio,Action,0,0,0,171.27
Congo,1995,6,June,50.0,152.02,50.13,65.6,25.0,1,0.0,1,1,0,Major Studio,Action,0,0,0,70.13
Stormbreaker,2006,7,July,40.0,23.94,42.35,34.1,0.0,0,1.0,0,0,0,Mid-size Studio,Action,0,0,0,91.2
"McFarland, USA",2015,2,February,,45.71,18.81,11.2,25.0,0,,0,1,0,Major Studio,Other,0,0,0,33.31
Hesher,2010,1,January,7.0,0.38,1.97,4.2,45.0,0,1.0,0,0,0,Mid-size Studio,Other,1,0,0,51.75
Joyeux Noël,2005,11,November,22.0,17.71,19.92,7.5,40.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,51.75
The Muppet Christmas Carol,1992,12,December,,27.28,17.74,11.9,25.0,0,,0,1,0,Major Studio,Comedy,0,0,0,51.75
Dom Hemingway,2013,11,November,,0.52,1.26,7.9,25.0,0,,0,0,0,Mid-size Studio,Comedy,0,0,0,17.3
My Own Private Idaho,1991,10,October,2.5,,26.54,4.4,25.0,0,,0,0,0,Mid-size Studio,Other,0,0,0,54.59
Walk Hard: The Dewey Cox Story,2007,12,December,35.0,18.32,40.39,19.8,0.0,0,1.0,0,0,0,Mid-size Studio,Comedy,1,0,0,114.75
Raise Your Voice,2004,8,August,15.0,14.87,27.34,9.3,40.0,0,1.0,0,1,0,Major Studio,Other,0,0,0,47.09
Hobo with a Shotgun,2011,5,May,3.0,0.75,1.11,3.6,0.0,0,1.0,0,0,0,Mid-size Studio,Action,0,0,0,51.75
Dumb and Dumberer: When Harry Met Lloyd,2003,6,June,19.0,39.27,30.94,10.4,15.0,0,0.0,0,1,0,Major Studio,Comedy,0,0,0,51.75
Night Watch,2004,6,June,4.2,32.0,20.31,5.8,0.0,0,0.0,0,0,0,Mid-size Studio,Action,0,0,0,154.87
The Station Agent,2003,1,January,0.5,8.68,4.11,3.6,45.0,0,0.0,0,0,0,Mid-size Studio,Comedy,0,0,0,88.35
Parental Guidance,2012,12,December,25.0,119.77,31.28,43.6,0.0,1,0.0,0,1,0,Major Studio,Comedy,0,0,0,85.54
The Act of Killing,2012,8,August,1.0,0.44,12.13,2.2,0.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,51.75
The River Wild,1994,9,September,45.0,,46.74,29.5,20.0,0,,0,1,0,Major Studio,Action,0,0,0,65.99
The Joneses,2009,9,September,10.0,7.02,8.27,4.8,60.0,0,1.0,0,0,0,Mid-size Studio,Comedy,1,0,0,51.75
Disclosure,1994,12,December,55.0,214.02,79.44,39.6,25.0,1,0.0,0,1,0,Major Studio,Other,0,0,0,111.9
Lords of Dogtown,2005,6,June,25.0,13.41,17.78,11.1,25.0,0,1.0,0,1,0,Major Studio,Other,0,0,0,162.13
About Last Night,2014,2,February,12.5,49.0,23.62,13.2,15.0,0,0.0,0,0,0,Mid-size Studio,Comedy,1,0,0,38.44
Kill List,2011,9,September,0.5,0.17,0.48,2.7,20.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,0.01
Under Siege 2: Dark Territory,1995,7,July,60.0,104.32,57.38,49.7,0.0,1,0.0,0,1,0,Major Studio,Action,0,0,0,51.75
Top Five,2014,12,December,,25.43,15.32,9.2,25.0,0,,0,1,0,Major Studio,Comedy,0,0,0,13.2
Old Dogs,2009,11,November,35.0,92.22,67.55,60.9,0.0,1,0.0,1,1,0,Major Studio,Comedy,1,0,0,175.22
Beverly Hills Chihuahua,2008,10,October,20.0,149.28,42.68,40.3,15.0,1,0.0,0,1,0,Major Studio,Comedy,1,0,0,308.45
House on Haunted Hill,1999,10,October,19.0,40.85,36.36,12.1,15.0,0,0.0,0,1,0,Major Studio,Other,1,0,0,18.9
All the Boys Love Mandy Lane,2008,2,February,0.75,,18.12,5.4,0.0,0,,0,0,0,Mid-size Studio,Other,0,0,0,39.19
Halloween 4: The Return of Michael Myers,1988,10,October,5.0,17.77,20.7,5.0,0.0,0,0.0,0,0,0,Mid-size Studio,Other,0,0,0,70.99
Proof of Life,2000,12,December,65.0,,86.45,40.3,25.0,0,,0,1,0,Major Studio,Action,0,0,0,124.73
Everything Must Go,2010,10,October,5.0,2.61,3.46,2.5,25.0,0,1.0,0,0,0,Mid-size Studio,Comedy,0,0,0,51.75
Mighty Joe Young,1998,12,December,90.0,,49.81,40.1,0.0,0,,0,1,0,Major Studio,Action,0,0,0,27.84
Armored,2009,12,December,20.0,22.94,10.41,14.1,40.0,0,0.0,0,0,0,Mid-size Studio,Action,0,0,0,67.11
28 Days,2000,4,April,43.0,,44.52,37.2,25.0,0,,0,1,0,Major Studio,Comedy,0,0,0,294.46
Good Kill,2015,4,April,,0.32,2.26,16.6,25.0,0,,0,0,0,Mid-size Studio,Action,0,0,0,68.48
The Devil's Double,2011,2,February,19.1,5.73,6.83,9.5,40.0,0,1.0,0,0,0,Mid-size Studio,Action,0,0,0,162.88
Somewhere,2010,9,September,8.0,,4.98,4.8,45.0,0,,0,0,0,Mid-size Studio,Comedy,0,0,0,60.47
Take Me Home Tonight,2011,3,March,19.0,6.93,8.8,8.0,40.0,0,1.0,0,0,0,Mid-size Studio,Comedy,0,0,0,0.12
Chariots of Fire,1981,5,May,5.5,58.97,36.89,4.5,25.0,1,0.0,0,1,0,Major Studio,Other,0,0,0,51.75
The Celebration,1998,5,May,1.3,,23.76,2.1,25.0,0,,0,0,0,Mid-size Studio,Other,0,0,0,16.8
The Last Legion,2007,4,April,67.0,25.3,31.72,25.3,0.0,0,1.0,0,0,0,Mid-size Studio,Action,0,0,0,51.75
A Bridge Too Far,1977,6,June,22.0,50.75,47.83,26.4,40.0,0,0.0,0,0,0,Mid-size Studio,Other,0,0,0,77.74
"Paris, je t'aime",2006,5,May,13.0,4.86,14.49,6.8,40.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,9.73
Ladder 49,2004,10,October,60.0,74.54,39.28,49.8,25.0,1,0.0,0,0,0,Mid-size Studio,Action,0,0,0,51.75
11:14,2003,5,May,6.0,,6.11,4.7,25.0,0,,0,0,0,Mid-size Studio,Other,0,0,0,51.75
Blood Work,2002,8,August,50.0,26.2,52.21,66.4,25.0,0,1.0,1,1,0,Major Studio,Other,0,0,0,130.83
Gridiron Gang,2006,9,September,30.0,41.48,29.01,11.8,45.0,0,0.0,0,1,0,Major Studio,Action,0,0,0,51.75
2046,2004,5,May,12.0,19.27,15.81,7.2,40.0,0,0.0,0,0,0,Mid-size Studio,Other,0,0,0,42.93
Red Sonja,1985,4,April,17.9,6.95,22.32,21.4,15.0,0,1.0,0,0,0,Mid-size Studio,Action,0,1,0,52.58
Rendition,2007,9,September,27.5,24.75,29.0,9.8,45.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,169.49
The General's Daughter,1999,6,June,60.0,149.71,67.74,73.5,25.0,1,0.0,1,1,0,Major Studio,Other,0,0,0,155.24
DOA: Dead or Alive,2006,9,September,21.0,0.48,2.05,6.9,35.0,0,1.0,0,0,0,Mid-size Studio,Action,0,0,0,51.75
Instructions Not Included,2013,7,July,5.5,99.07,12.16,2.3,25.0,1,0.0,0,0,0,Mid-size Studio,Comedy,0,0,0,51.75
Red Cliff,2008,7,July,80.34,127.81,62.95,65.7,25.0,1,0.0,1,0,0,Mid-size Studio,Action,0,0,0,223.25
Striptease,1996,6,June,50.0,113.31,63.96,74.5,25.0,1,0.0,1,1,0,Major Studio,Other,0,0,0,3.0
Baby Mama,2008,4,April,30.0,63.83,41.41,21.0,0.0,1,0.0,0,0,0,Mid-size Studio,Comedy,0,0,0,51.75
The Reaping,2007,4,April,40.0,62.77,55.75,53.6,0.0,1,0.0,1,1,0,Major Studio,Other,0,0,0,63.05
History of the World: Part I,1981,6,June,11.0,31.67,40.14,19.1,15.0,0,0.0,0,1,0,Major Studio,Comedy,0,0,0,68.74
Dragonfly,2002,2,February,60.0,52.32,42.02,59.4,25.0,1,1.0,1,1,0,Major Studio,Other,0,0,0,212.81
Mr. Turner,2014,10,October,,5.41,2.57,8.9,25.0,0,,0,0,0,Mid-size Studio,Other,0,0,0,18.12
Curse of the Golden Flower,2006,12,December,0.0,,0.92,3.9,25.0,0,,0,0,0,Mid-size Studio,Action,0,0,0,95.31
The Brothers Bloom,2008,9,September,20.0,5.53,11.58,5.2,60.0,0,1.0,0,0,0,Mid-size Studio,Comedy,0,0,0,47.04
The Last Exorcism Part II,2013,2,February,5.0,15.18,30.84,3.9,0.0,0,0.0,0,0,0,Mid-size Studio,Other,0,0,0,51.75
The Cave,2005,8,August,30.0,15.01,16.31,9.5,0.0,0,1.0,0,0,0,Mid-size Studio,Action,0,0,0,51.75
Wyatt Earp,1994,6,June,63.0,25.05,32.12,37.8,25.0,0,1.0,0,1,0,Major Studio,Action,0,0,0,75.72
Hotel for Dogs,2009,1,January,35.0,73.03,59.76,44.1,20.0,1,0.0,0,0,0,Mid-size Studio,Comedy,1,0,0,125.14
The Remains of the Day,1993,11,November,11.5,23.24,41.22,13.9,40.0,0,0.0,0,1,0,Major Studio,Other,0,0,0,16.47
Sleep Tight,2011,10,October,5.0,,19.1,2.7,0.0,0,,0,0,0,Mid-size Studio,Other,0,0,0,24.46
The Last Temptation of Christ,1988,8,August,7.0,8.37,13.33,9.7,25.0,0,0.0,0,1,0,Major Studio,Other,0,0,0,121.77
Boiler Room,2000,2,February,26.0,28.78,43.25,12.8,25.0,0,0.0,0,1,0,Major Studio,Other,0,0,0,51.75
The Glass House,2001,9,September,30.0,23.62,34.45,8.7,45.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,51.75
Duplicity,2009,3,March,78.15,60.0,57.35,64.3,0.0,1,1.0,1,1,0,Major Studio,Comedy,0,0,0,184.78
One Direction: This Is Us,2013,8,August,10.0,,28.65,4.6,15.0,0,,0,1,0,Major Studio,Other,0,0,0,14.6
Sleeper,1973,12,December,2.0,18.34,7.1,3.8,0.0,0,0.0,0,0,0,Mid-size Studio,Comedy,0,0,0,59.16
Control,2007,9,September,,8.16,5.96,3.3,45.0,0,,0,0,0,Mid-size Studio,Other,0,0,0,48.51
Mars Needs Moms,2011,3,March,150.0,38.99,58.32,60.0,0.0,0,1.0,1,0,0,Mid-size Studio,Animation,1,0,0,171.17
Anacondas: The Hunt for the Blood Orchid,2004,8,August,20.0,70.99,18.37,6.2,15.0,1,0.0,0,0,0,Mid-size Studio,Action,0,0,0,17.77
House of Sand and Fog,2003,12,December,16.5,16.94,31.53,9.9,40.0,0,0.0,0,0,0,Mid-size Studio,Other,0,0,0,51.75
Bound,1996,9,September,4.5,7.01,8.52,5.6,45.0,0,0.0,0,0,0,Mid-size Studio,Other,0,0,0,381.01
Breakdown,1997,5,May,36.0,50.16,41.09,11.6,25.0,0,0.0,0,1,0,Major Studio,Action,0,0,0,228.37
Original Sin,2001,8,August,42.0,35.4,44.19,22.9,25.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,51.75
A Night at the Roxbury,1998,10,October,17.0,30.33,23.77,6.0,15.0,0,0.0,0,1,0,Major Studio,Comedy,0,0,0,51.75
The Mighty Ducks,1992,10,October,10.0,50.75,43.75,10.8,15.0,0,0.0,0,0,0,Mid-size Studio,Comedy,0,0,0,45.15
"I Love You, Beth Cooper",2009,7,July,18.0,,29.62,17.7,15.0,0,,0,0,0,Mid-size Studio,Comedy,0,0,0,358.99
The Divide,2011,3,March,3.0,0.02,0.38,3.6,0.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,99.97
The Lawnmower Man,1992,3,March,10.0,32.1,26.97,7.5,15.0,0,0.0,0,1,0,Major Studio,Other,0,0,0,24.05
Anna and the King,1999,12,December,75.0,,58.7,38.3,25.0,0,,0,0,0,Mid-size Studio,Other,0,0,0,136.0
Big Fat Liar,2002,2,February,15.0,52.97,40.84,57.2,15.0,1,0.0,1,1,0,Major Studio,Comedy,0,0,0,240.62
Harsh Times,2005,9,September,2.0,5.97,5.03,6.0,45.0,0,0.0,0,0,0,Mid-size Studio,Action,0,0,0,217.6
8 Women,2002,1,January,8.0,,22.73,6.1,20.0,0,,0,0,0,Mid-size Studio,Comedy,0,0,0,22.44
Sarah's Key,2010,9,September,10.0,17.51,15.11,3.1,60.0,0,0.0,0,0,0,Mid-size Studio,Other,0,0,0,51.75
Friday the 13th: A New Beginning,1985,3,March,2.2,21.93,22.81,2.9,0.0,0,0.0,0,1,0,Major Studio,Other,0,0,0,51.75
Message in a Bottle,1999,2,February,80.0,118.88,73.75,56.8,25.0,1,0.0,1,0,0,Mid-size Studio,Other,0,0,0,29.7
Go,1999,4,April,6.5,28.45,14.24,5.1,0.0,0,0.0,0,1,0,Major Studio,Comedy,0,0,0,218.95
I'm Not There.,2007,10,October,20.0,4.0,9.61,8.5,40.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,15.04
Grace of Monaco,2014,5,May,30.0,,24.59,9.4,25.0,0,,0,0,0,Mid-size Studio,Other,0,0,0,51.75
Transsiberian,2008,1,January,15.0,5.93,11.05,8.8,35.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,25.72
Defendor,2009,9,September,3.5,0.04,0.48,2.3,45.0,0,1.0,0,0,0,Mid-size Studio,Action,0,1,0,51.75
The American President,1995,11,November,62.0,107.88,68.37,39.3,25.0,1,0.0,0,1,0,Major Studio,Comedy,0,0,0,77.32
Our Brand Is Crisis,2015,9,September,28.0,7.0,26.89,13.0,45.0,0,1.0,0,0,0,Mid-size Studio,Comedy,0,0,0,33.09
Happiness,1998,10,October,3.0,2.81,4.96,4.6,25.0,0,1.0,0,0,0,Mid-size Studio,Comedy,0,0,0,0.74
The Fan,1996,8,August,55.0,18.63,38.21,47.1,25.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,168.12
"The Good, The Bad, The Weird",2008,7,July,10.0,,24.68,5.6,40.0,0,,0,0,0,Mid-size Studio,Action,0,0,0,51.75
Jason Goes to Hell: The Final Friday,1993,8,August,3.0,15.94,12.71,2.7,0.0,0,0.0,0,1,0,Major Studio,Other,0,0,0,51.75
Christmas with the Kranks,2004,11,November,60.0,,35.81,27.1,0.0,0,,0,1,0,Major Studio,Comedy,0,0,0,51.75
Stone,2010,10,October,22.0,9.48,13.21,6.0,40.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,51.75
Friday the 13th Part VII: The New Blood,1988,5,May,2.8,19.17,18.63,2.9,0.0,0,0.0,0,1,0,Major Studio,Other,0,0,0,51.75
Hang 'em High,1968,7,July,1.8,6.8,8.21,4.3,25.0,0,0.0,0,0,0,Mid-size Studio,Other,0,0,0,19.0
Cypher,2002,10,October,7.5,,7.43,3.4,0.0,0,,0,0,0,Mid-size Studio,Other,0,0,0,0.5
Extract,2009,9,September,8.0,10.85,12.91,4.4,20.0,0,0.0,0,0,0,Mid-size Studio,Comedy,1,0,0,6.66
Friday the 13th Part VIII: Jason Takes Manhattan,1989,7,July,5.0,14.0,18.95,4.0,0.0,0,0.0,0,1,0,Major Studio,Other,0,0,0,51.75
Bubba Ho-tep,2002,6,June,1.0,,25.16,2.6,0.0,0,,0,0,0,Mid-size Studio,Comedy,0,0,0,10.67
Because I Said So,2007,2,February,,69.49,34.17,33.3,0.0,1,,0,1,0,Major Studio,Comedy,0,0,0,17.22
Boogeyman,2005,2,February,20.0,67.19,26.07,10.8,40.0,1,0.0,0,0,0,Mid-size Studio,Other,0,0,0,19.41
Bait,2012,9,September,30.0,,28.35,7.2,20.0,0,,0,0,0,Mid-size Studio,Action,0,0,0,51.75
15 Minutes,2001,3,March,60.0,56.36,50.76,64.3,0.0,1,1.0,1,1,0,Major Studio,Action,0,0,0,0.41
Diary of the Dead,2007,9,September,2.0,5.36,4.44,3.6,20.0,0,0.0,0,0,0,Mid-size Studio,Action,0,0,0,32.95
The Andromeda Strain,1971,3,March,6.5,12.38,24.29,8.2,0.0,0,0.0,0,1,0,Major Studio,Other,0,0,0,156.29
Quest for Camelot,1998,5,May,40.0,38.17,41.04,16.7,25.0,0,1.0,0,1,0,Major Studio,Animation,0,0,0,93.77
My Blueberry Nights,2007,5,May,10.0,21.79,19.15,4.7,40.0,0,0.0,0,0,0,Mid-size Studio,Other,0,0,0,41.67
Rock Star,2001,9,September,57.0,16.99,41.61,23.9,45.0,0,1.0,0,1,0,Major Studio,Comedy,0,0,0,53.6
Away We Go,2009,6,June,17.0,14.9,20.31,7.0,40.0,0,1.0,0,0,0,Mid-size Studio,Comedy,0,0,0,449.77
Thirteen Days,2000,12,December,80.0,34.57,59.3,23.8,25.0,0,1.0,0,1,0,Major Studio,Other,0,0,0,79.5
Much Ado About Nothing,1993,5,May,8.0,,42.13,7.4,25.0,0,,0,0,0,Mid-size Studio,Comedy,0,0,0,449.33
Raising Helen,2004,5,May,50.0,49.72,58.47,25.3,25.0,0,1.0,0,0,0,Mid-size Studio,Comedy,0,0,0,231.91
The Hunted,2003,3,March,55.0,34.23,32.11,18.1,25.0,0,1.0,0,0,0,Mid-size Studio,Action,0,0,0,101.6
The Oxford Murders,2008,1,January,14.1,,14.56,8.3,35.0,0,,0,0,0,Mid-size Studio,Other,0,0,0,51.75
The Majestic,2001,12,December,72.0,37.32,55.96,21.9,25.0,0,1.0,0,1,0,Major Studio,Other,0,0,0,123.35
Stuck on You,2003,12,December,55.0,33.83,32.15,17.2,0.0,0,1.0,0,1,0,Major Studio,Comedy,0,0,0,130.44
Obvious Child,2014,6,June,,3.12,1.17,3.9,0.0,0,,0,0,0,Mid-size Studio,Comedy,0,0,0,51.75
Deconstructing Harry,1997,8,August,20.0,10.69,9.88,7.3,40.0,0,1.0,0,0,0,Mid-size Studio,Comedy,0,0,0,59.86
The Flowers of War,2011,12,December,94.0,95.31,65.57,48.1,25.0,1,0.0,0,0,0,Mid-size Studio,Other,0,0,0,135.13
Miracles from Heaven,2016,3,March,16.0,77.0,14.2,8.1,40.0,1,0.0,0,0,0,Mid-size Studio,Other,0,0,0,24.11
Get Rich or Die Tryin',2005,11,November,40.0,46.44,48.12,12.7,25.0,0,0.0,0,1,0,Major Studio,Other,0,0,0,40.91
We Are Marshall,2006,12,December,65.0,43.55,40.54,22.8,25.0,0,1.0,0,1,0,Major Studio,Other,0,0,0,220.84
Snow Dogs,2002,1,January,33.0,,60.66,35.5,20.0,0,,0,1,0,Major Studio,Comedy,0,0,0,97.92
Little Boy,2015,4,April,20.0,6.42,16.57,6.4,40.0,0,1.0,0,0,0,Mid-size Studio,Comedy,0,0,0,51.75
Ice Princess,2005,3,March,25.0,27.65,44.05,11.0,25.0,0,0.0,0,1,0,Major Studio,Comedy,0,0,0,51.75
"Sex, Lies, and Videotape",1989,8,August,1.2,,27.93,3.5,25.0,0,,0,0,0,Mid-size Studio,Other,0,0,0,107.65
Teenage Mutant Ninja Turtles III,1993,3,March,21.0,42.0,31.76,16.2,15.0,0,0.0,0,1,0,Major Studio,Action,0,0,0,51.75
High Crimes,2002,4,April,42.0,63.78,56.57,41.9,25.0,1,0.0,0,1,0,Major Studio,Other,0,0,0,55.5
Danny Collins,2015,3,March,10.0,10.84,15.86,8.1,40.0,0,0.0,0,0,0,Mid-size Studio,Comedy,0,0,0,51.75
Pontypool,2009,3,March,1.5,0.03,5.47,2.4,0.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,51.75
Exorcist: The Beginning,2004,8,August,80.0,78.0,52.98,59.1,0.0,1,1.0,1,0,0,Mid-size Studio,Other,0,0,0,68.11
Don Juan DeMarco,1994,10,October,25.0,22.2,24.46,6.7,25.0,0,1.0,0,1,0,Major Studio,Comedy,0,0,0,51.75
Porky's,1981,11,November,4.0,125.73,56.56,13.5,0.0,1,0.0,0,0,0,Mid-size Studio,Comedy,1,0,0,21.62
Halloween 5: The Revenge of Michael Myers,1989,10,October,5.0,11.64,16.88,3.5,0.0,0,0.0,0,0,0,Mid-size Studio,Other,0,0,0,51.75
Bringing Down the House,2003,3,March,20.0,132.68,28.09,15.3,15.0,1,0.0,0,0,0,Mid-size Studio,Comedy,0,0,0,105.84
Idle Hands,1999,4,April,25.0,4.15,10.51,7.2,0.0,0,1.0,0,0,0,Mid-size Studio,Comedy,0,0,0,51.75
Fever Pitch,2005,4,April,30.0,50.45,38.18,13.5,25.0,0,0.0,0,0,0,Mid-size Studio,Comedy,0,0,0,128.78
No Good Deed,2014,9,September,13.2,53.83,32.92,24.3,35.0,1,0.0,0,0,0,Mid-size Studio,Other,0,0,0,51.75
The Good Girl,2002,1,January,8.0,16.86,11.17,6.2,45.0,0,0.0,0,0,0,Mid-size Studio,Comedy,0,0,0,53.76
Two Brothers,2004,4,April,74.5,62.17,36.6,28.0,25.0,1,1.0,0,0,0,Mid-size Studio,Other,0,0,0,94.56
My Boss's Daughter,2003,8,August,14.0,,22.65,18.8,15.0,0,,0,0,0,Mid-size Studio,Comedy,0,0,0,132.6
Love Happens,2009,9,September,18.0,36.13,21.37,4.6,60.0,0,0.0,0,1,0,Major Studio,Other,0,0,0,51.75
Basic Instinct 2,2006,3,March,70.0,38.63,43.31,38.7,0.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,71.12
I Am Wrath,2016,4,April,18.0,,23.09,10.9,40.0,0,,0,0,0,Mid-size Studio,Action,0,0,0,203.81
Driven,2001,4,April,94.0,54.74,32.42,52.9,0.0,1,1.0,1,0,0,Mid-size Studio,Action,0,0,0,69.77
MacGruber,2010,5,May,10.0,6.11,13.88,4.7,15.0,0,1.0,0,0,0,Mid-size Studio,Action,1,0,0,51.75
Birth,2004,9,September,20.0,,29.89,6.0,60.0,0,,0,1,0,Major Studio,Other,0,0,0,5.38
Very Bad Things,1998,9,September,30.0,9.9,17.59,10.4,20.0,0,1.0,0,0,0,Mid-size Studio,Comedy,0,0,0,248.79
Hard Rain,1998,1,January,70.0,19.87,21.99,19.3,20.0,0,1.0,0,1,0,Major Studio,Other,0,0,0,51.75
The Sessions,2012,5,May,1.0,9.14,6.25,2.2,25.0,0,0.0,0,0,0,Mid-size Studio,Comedy,0,0,0,51.75
The Birth of a Nation,2016,9,September,8.5,15.86,10.42,3.1,60.0,0,0.0,0,0,0,Mid-size Studio,Other,0,0,0,51.75
3000 Miles to Graceland,2001,2,February,62.0,18.72,51.23,33.2,0.0,0,1.0,0,1,0,Major Studio,Action,1,0,0,51.75
Police Academy: Mission to Moscow,1994,6,June,,0.13,14.55,7.6,0.0,0,,0,1,0,Major Studio,Comedy,0,0,0,51.75
Red Tails,2012,1,January,58.0,50.37,43.25,24.3,45.0,0,1.0,0,1,0,Major Studio,Action,0,0,0,51.75
Imagine Me & You,2005,2,February,,2.46,1.59,5.2,25.0,0,,0,0,0,Mid-size Studio,Comedy,0,0,0,51.75
Half Baked,1998,1,January,8.0,17.46,24.62,4.8,20.0,0,0.0,0,1,0,Major Studio,Comedy,0,0,0,61.14
The Three Burials of Melquiades Estrada,2005,11,November,15.0,12.04,13.17,8.3,40.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,3.44
World's Greatest Dad,2009,8,August,10.0,0.3,3.5,3.8,15.0,0,1.0,0,0,0,Mid-size Studio,Comedy,0,0,0,51.75
In & Out,1997,9,September,35.0,,50.65,15.1,20.0,0,,0,1,0,Major Studio,Comedy,0,0,0,54.91
Silent Running,1972,3,March,1.0,,27.13,2.1,25.0,0,,0,1,0,Major Studio,Other,0,0,0,51.75
Nine 1/2 Weeks,1986,2,February,17.0,6.74,46.33,18.0,40.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,177.4
Sorority Row,2009,9,September,12.5,27.21,21.09,5.3,35.0,0,0.0,0,0,0,Mid-size Studio,Other,0,0,0,51.75
The Ice Storm,1997,9,September,18.0,8.04,9.16,7.8,60.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,230.26
The Crying Game,1992,9,September,3.71,62.55,25.58,9.6,45.0,1,0.0,0,0,0,Mid-size Studio,Other,0,0,0,63.26
Kicking & Screaming,2005,5,May,45.0,56.07,45.67,29.9,0.0,1,0.0,0,1,0,Major Studio,Comedy,0,0,0,131.3
To Die For,1995,5,May,20.0,21.28,20.95,7.4,40.0,0,0.0,0,0,0,Mid-size Studio,Comedy,0,0,0,92.18
Nothing to Lose,1997,7,July,25.0,,29.94,10.6,0.0,0,,0,0,0,Mid-size Studio,Action,1,0,0,142.58
The Class,2008,9,September,,28.81,10.51,5.4,45.0,0,,0,0,0,Mid-size Studio,Other,0,0,0,51.75
