budget,homepage,id,original_language,original_title,overview,popularity,release_date,revenue,runtime,status,tagline,title,vote_average,vote_count,genres_list,keywords_list,studios_list,actor_1,actor_2,actor_3,director,has_tagline,release_year,release_month
35000000.0,,239573,en,Unfinished Business,"A hard-working small business owner and his two associates travel to Europe to close the most important deal of their lives.  But what began as a routine business trip goes off the rails in every imaginable – and unimaginable – way, including unplanned stops at a massive sex fetish event and a global economic summit.",16.832312,2015-03-05,14431253.0,91.0,Released,Best business trip ever.,Unfinished Business,5.0,320,Comedy,europe|business trip,Studio Babelsberg|Regency Enterprises|Escape Artists|New Regency Pictures,Vince Vaughn,Dave Franco,James Marsden,Ken Scott,1,2015,3
5000000.0,,92591,en,Bernie,"In this true story in the tiny, rural town of Carthage, TX, assistant funeral director Bernie Tiede was one of the town's most beloved residents. Everyone loved and appreciated Bernie, and it came as no surprise when he befriended Marjorie Nugent, an affluent widow who was as well known for her sour attitude as her fortune. Until that day news came that Marjorie Nugent had been dead for some time, and Bernie Tiede was being charged with the murder.",12.68514,2012-04-27,9206470.0,100.0,Released,A story so unbelievable it must be true.,Bernie,6.5,320,Comedy|Crime|Drama,prison visit|funeral director|funeral home|amateur theater|embezzlement|missing persons case|hidden corpse|estranged family member|jury trial|hick|stock broker|corpse in freezer|confession of crime|duringcreditsstinger,Castle Rock Entertainment|Horsethief Pictures|Mandalay Vision|Wind Dancer Productions|Detour Filmproduction,Jack Black,Shirley MacLaine,Matthew McConaughey,Richard Linklater,1,2012,4
18000000.0,http://youthinrevolt-themovie.com/,22327,en,Youth in Revolt,"Nick Twisp (Michael Cera), a teen with a taste for the finer things in life like Sinatra and Fellini, falls hopelessly in love with the beautiful, free-spirited Sheeni Saunders (Portia Doubleday) while on a family vacation.  But family, geography and jealous ex-lovers conspire to keep these two apart. Nick abandons his dull, predictable life and develops a rebellious alter ego: François.  With his ascot, his moustache and his cigarette, François will stop at nothing to be with Sheeni, and leads Nick on a path of destruction with unpredictable consequences..",13.462544,2009-09-11,,87.0,Released,"Every ""Revolution"" Needs A Leader",Youth in Revolt,5.9,319,Drama|Comedy|Romance,based on novel|coming of age|duringcreditsstinger,Dimension Films,Michael Cera,Zach Galifianakis,Justin Long,Miguel Arteta,1,2009,9
22000000.0,http://weinsteinco.com/films/derailed/,8999,en,Derailed,"When two married business executives having an affair are blackmailed by a violent criminal, they are forced to turn the tables on him to save their families.",17.7091,2005-11-11,57479076.0,108.0,Released,He never saw it coming.,Derailed,6.1,319,Drama|Thriller,prison|chicago|rape|based on novel|hotel room|wife husband relationship|anonymous letter|blackmail|family's daily life|letter|business man|relationship problems|man between two women|revenge|deception|beating|violence|wallet|extramarital affair|embezzlement|advertising executive|flashback|abortion|commuter train,Miramax Films|Di Bonaventura Pictures|Patalex V Productions Limited,Clive Owen,Jennifer Aniston,Vincent Cassel,Mikael Håfström,1,2005,11
8900000.0,,336004,en,Heist,"A father is without the means to pay for his daughter's medical treatment. As a last resort, he partners with a greedy co-worker to rob a casino. When things go awry they're forced to hijack a city bus.",15.079993,2015-11-13,4100000.0,93.0,Released,Never make a bet you can't afford to lose.,Heist,5.6,318,Crime|Action|Thriller,casino|robbery|bus hijacking|heist,Emmett/Furla Films|Silver Plane Films|Mass Hysteria Entertainment|Tri Vision Pictures,Jeffrey Dean Morgan,Robert De Niro,Kate Bosworth,Scott Mann,1,2015,11
30000000.0,,8976,en,A Lot Like Love,"On a flight from Los Angeles to New York, Oliver and Emily make a connection, only to decide that they are poorly suited to be together. Over the next seven years, however, they are reunited time and time again, they go from being acquaintances to close friends to ... lovers?",19.212552,2005-04-22,42886719.0,107.0,Released,There's nothing better than a great romance... to ruin a perfectly good friendship.,A Lot Like Love,6.5,318,Comedy,new york|shyness|career|flight|romantic comedy|travel|male female relationship|los angeles,Mile High Productions|Kevin Messick Productions|Touchstone Pictures|Beacon Pictures,Ashton Kutcher,Amanda Peet,Aimee Garcia,Nigel Cole,1,2005,4
80000000.0,,9562,en,Timeline,A group of archaeological students become trapped in the past when they go there to retrieve their professor. The group must survive in 14th century France long enough to be rescued.,11.22268,2003-11-26,19480739.0,116.0,Released,They had to travel into the past to save the future,Timeline,5.4,318,Action|Adventure|Science Fiction,professor|time travel|quantum mechanics|hundred years' war|excavation|la roque|knight|medieval times,Paramount Pictures|Donners' Company|Mutual Film Company|Cobalt Media Group|Artists Production Group (APG),Paul Walker,Frances O'Connor,Gerard Butler,Richard Donner,1,2003,11
100000000.0,,2023,en,Hidalgo,"Set in 1890, this is the story of a Pony Express courier who travels to Arabia to compete with his horse, Hidalgo, in a dangerous race for a massive contest prize, in an adventure that sends the pair around the world...",16.759252,2004-03-05,108103450.0,136.0,Released,Unbridled. Unbroken. Unbeaten.,Hidalgo,6.5,318,Western|Adventure,horse race|horse|racehorse,Casey Silver Productions|Touchstone Pictures|Dune Films,Viggo Mortensen,Zuleikha Robinson,Omar Sharif,Joe Johnston,1,2004,3
75000000.0,,332,en,Inspector Gadget,"John Brown is a bumbling but well-intentioned security guard who is badly injured in an explosion planned by an evil mastermind. He is taken to a laboratory, where Brenda, a leading robotics surgeon, replaces his damaged limbs with state-of-the-art gadgets and tools. Named ""Inspector Gadget"" by the press, John -- along with his niece, Penny, and her trusty dog, Brain -- uses his new powers to discover who was behind the explosion.",17.561955,1999-07-23,,78.0,Released,The greatest hero ever assembled.,Inspector Gadget,4.3,318,Action|Adventure|Comedy|Family,gadget,Walt Disney Pictures|Caravan Pictures|DiC Entertainment,Matthew Broderick,Rupert Everett,Joely Fisher,David Kellogg,1,1999,7
17000000.0,,11411,en,Superman IV: The Quest for Peace,"With global superpowers engaged in an increasingly hostile arms race, Superman leads a crusade to rid the world of nuclear weapons. But Lex Luthor, recently sprung from jail, is declaring war on the Man of Steel and his quest to save the planet. Using a strand of Superman's hair, Luthor synthesizes a powerful ally known as Nuclear Man and ignites an epic battle spanning Earth and space.",17.062117,1987-07-23,19300000.0,90.0,Released,"Nuclear Power. In the best hands, it is dangerous. In the hands of Lex Luthor, it is pure evil. This is Superman's greatest battle. And it is for all of us.",Superman IV: The Quest for Peace,4.1,318,Action|Adventure|Science Fiction,saving the world|dc comics|mountains|nuclear missile|u.s. army|alter ego|sequel|superhero|laboratory|convertible|catholic school|newspaper editor|nuclear weapons|disarmament|volcanic eruption|great wall of china|super powers|superhuman strength,Cannon Films|Warner Bros.|London-Cannon Films|Golan-Globus Productions,Christopher Reeve,Margot Kidder,Gene Hackman,Sidney J. Furie,1,1987,7
16500000.0,http://becomingjane-themovie.com/,2977,en,Becoming Jane,A biographical portrait of a pre-fame Jane Austen and her romance with a young Irishman.,18.236284,2007-03-02,37311672.0,120.0,Released,Her own life is her greatest inspiration.,Becoming Jane,6.9,317,Drama|Romance,england|judge|irland|new love|empowerment|country life|future|letter|law|lovers|creativity|sister|author|family,Ecosse Films|2 Entertain|Bueprint Pictures,Anne Hathaway,James McAvoy,Julie Walters,Julian Jarrold,1,2007,3
15500000.0,,9035,en,Slither,"A small town is taken over by an alien plague, turning residents into zombies and all forms of mutant monsters.",17.327279,2006-03-31,,95.0,Released,Horror Has A New Face,Slither,6.3,317,Comedy|Horror|Science Fiction,small town|mutant|meteor|meat|alien|violence|parasite|slug|bodily dismemberment|aftercreditsstinger|duringcreditsstinger|body horror,Universal Pictures,Nathan Fillion,Don Thompson,Elizabeth Banks,James Gunn,1,2006,3
50000000.0,http://www.warnerbros.com/dukes-hazzard/index_splash,6519,en,The Dukes of Hazzard,"Cousins, Bo and Luke Duke, with the help of their eye-catching cousin, Daisy and moonshine-running Uncle Jesse, try and save the family farm from being destroyed by Hazzard County's corrupt commissioner, Boss Hogg. Their efforts constantly find the 'Duke Boys' eluding authorities in 'The General Lee', their 1969 orange Dodge Charger that keeps them one step ahead of the dimwitted antics of the small southern town's Sheriff, Roscoe P. Coltrane.",15.98212,2005-08-05,110803676.0,104.0,Released,Cousins. Outlaws. Thrillbillies.,The Dukes of Hazzard,5.1,316,Action|Adventure|Comedy,sheriff|farm|bikini|redneck|moonshine,Village Roadshow Pictures|Gerber Pictures|Warner Bros.|WV Films III,Johnny Knoxville,Seann William Scott,Jessica Simpson,Jay Chandrasekhar,1,2005,8
4000000.0,,48572,en,Red State,"Set in Middle America, a group of teens receive an online invitation for sex, though they soon encounter Christian fundamentalists with a much more sinister agenda.",12.062371,2011-08-19,1104682.0,88.0,Released,Fear God.,Red State,5.9,316,Horror|Action|Thriller,christianity|homophobia|pastor|protest|christian|sign|gay interest|social commentary|religious fundamentalism|aftercreditsstinger|duringcreditsstinger,The Harvey Boys|NVSH Productions|Phase 4 Films,Michael Parks,John Goodman,Melissa Leo,Kevin Smith,1,2011,8
6000000.0,,103620,en,Maniac,"As he helps a young artist with her upcoming exhibition, the owner of a mannequin shop's deadly, suppressed desires come to the surface.",19.331884,2012-12-26,31081.0,89.0,Released,I Warned You Not to Go Out Tonight.,Maniac,6.0,316,Horror,prostitute|mannequin|remake|murder|gore|serial killer|scalping|misogynist|mumblegore,La Petite Reine|Studio 37|Canal+|Ciné+,Elijah Wood,America Olivo,Nora Arnezeder,Franck Khalfoun,1,2012,12
50000000.0,,145220,en,Muppets Most Wanted,"While on a grand world tour, The Muppets find themselves wrapped into an European jewel-heist caper headed by a Kermit the Frog look-alike and his dastardly sidekick.",14.808304,2014-03-20,80383290.0,112.0,Released,Taking the world by farce,Muppets Most Wanted,6.2,316,Comedy|Adventure|Crime|Family,musical|the muppets,Buena Vista|Disney,Ricky Gervais,Ty Burrell,Tina Fey,James Bobin,1,2014,3
36000000.0,,11831,en,Amistad,"In 1839, the slave ship Amistad set sail from Cuba to America. During the long trip, Cinque leads the slaves in an unprecedented uprising. They are then held prisoner in Connecticut, and their release becomes the subject of heated debate. Freed slave Theodore Joadson wants Cinque and the others exonerated and recruits property lawyer Roger Baldwin to help his case. Eventually, John Quincy Adams also becomes an ally.",3.698276,1997-12-03,74000000.0,155.0,Released,Freedom is not given. It is our right at birth. But there are some moments when it must be taken.,Amistad,6.8,316,Drama|History|Mystery,cuba|mutiny|slavery|sentence|historical figure|havanna|tall ship|slave trade,DreamWorks SKG,Morgan Freeman,Nigel Hawthorne,Anthony Hopkins,Steven Spielberg,1,1997,12
20000000.0,http://www.dancingwerewolves.com/,40264,en,Vampires Suck,"Becca, an anxious, non-vampire teen is torn between two boys. Before she can choose, Becca must get around her controlling father, who embarrasses Becca by treating her like a child. Meanwhile, Becca's friends contend with their own romantic issues - all of which collide at the prom.",17.165039,2010-08-18,80547866.0,82.0,Released,Some sagas just won't die.,Vampires Suck,4.2,315,Horror|Comedy,vampire|high school|prom|spoof|horror spoof|teenager|duringcreditsstinger,Regency Enterprises|Road Rebel,Chris Riggi,Matt Lanter,Jenn Proske,Jason Friedberg,1,2010,8
1250000.0,,9725,en,Friday the 13th Part 2,"Five years after the horrible bloodbath at Camp Crystal Lake, it seems Jason Voorhees and his demented mother are in the past. Paul opens up a new camp close to the infamous site, ignoring warnings to stay away, and a sexually-charged group of counselors follow -- including child psychologist major Ginny. But Jason has been hiding out all this time, and now he's ready for revenge.",16.517777,1981-05-01,21722776.0,87.0,Released,The body count continues...,Friday the 13th Part 2,6.0,315,Horror|Thriller,camping|summer camp|gore|slasher|b horror|brisbane queensland,"Paramount Pictures|Georgetown Productions, Inc.",Amy Steel,John Furey,Adrienne King,Steve Miner,1,1981,5
5000000.0,,1391,es,Y tu mamá también,"In Mexico, two teenage boys and an attractive older woman embark on a road trip and learn a thing or two about life, friendship, sex, and each other.",16.890285,2001-06-08,33616692.0,106.0,Released,Life has its ways of teaching. Life has its ways to confuse us. Life has its ways to move us. Life has its ways to amaze. Life has its ways to hurt us. Life has its ways to heal. Life has its ways to inspire.,Y Tu Mamá También,7.3,315,Drama|Romance,mexico|sex|beach|group sex|male friendship|road trip|coming of age|teenager|lgbt|new mexican cinema,Bésame Mucho Pictures|Producciones Anhelo|The Criterion Collection,Gael García Bernal,Diego Luna,Maribel Verdú,Alfonso Cuarón,1,2001,6
